weight,Fe,Fe++,FeTotal,O,SiO2,Al2O3,CaO,MgO,P2O5,S,C,P,MnO
20,53.4,32.1,85.5,9.2,1.8,2.1,0.022,0.017,0.34,0.02,2,0.09,0.11
